9,1
41,1
48,1
50,1
87,1
114,1
131,1
201,1
215,1
219,1
222,1
223,1
225,1
240,1
241,1
301,1
324,1
325,1
341,1
361,1
386,1
424,1
450,1
455,1
591,1
664,1
676,1
684,1
699,1
725,1
759,1
784,1
971,1
1039,1
1107,1
1120,1
1177,1
1216,1
1239,1
1317,1
1347,1
1389,1
1416,1
1435,1
1445,1
1471,1
1480,1
1520,1
1532,1
1585,1
1594,1
1634,1
1648,1
1655,1
1673,1
1735,1
1755,1
1773,1
1812,1
1842,1
1844,1
1860,1
1911,1
1922,1
2057,1
2156,1
2190,1
2213,1
2246,1
2385,1
2408,1
2412,1
2438,1
2465,1
2614,1
2750,1
2867,1
2868,1
2875,1
2937,1
2981,1
3104,1
3154,1
3168,1
3192,1
3200,1
3218,1
3386,1
3427,1
3447,1
3453,1
3561,1
3668,1
3675,1
3722,1
3780,1
3790,1
3846,1
3855,1
3871,1
3892,1
3907,1
4010,1
4011,1
4028,1
4039,1
4061,1
4080,1
4088,1
4107,1
4116,1
4118,1
4157,1
4165,1
4180,1
4225,1
4269,1
4295,1
4296,2
4311,1
4325,1
4360,1
4418,1
4421,1
4572,1
4643,1
4701,1
4709,1
4738,1
4750,1
4806,1
4877,1
4887,1
4904,1
4967,1
4968,1
4971,1
5020,1
5035,1
5117,1
5139,1
5155,1
5158,1
5167,1
5168,1
5195,1
5241,1
5284,1
5346,1
5352,1
5367,1
5402,1
5508,1
5527,1
5555,1
5572,1
5603,1
5639,1
5701,1
5860,1
5962,1
6005,1
6146,1
6224,1
6235,1
6304,1
6306,1
6314,1
6350,1
6419,1
6436,1
6488,1
6534,1
6558,1
6668,1
6741,1
6762,1
6829,1
6857,1
6890,1
7008,2
7019,1
7038,1
7044,1
7105,1
7228,1
7329,1
7331,1
7339,1
7345,1
7397,1
7400,1
7411,1
7456,1
7474,1
7480,1
7537,1
7562,1
7580,1
7615,1
7617,1
7645,1
7648,1
7679,1
7810,1
7825,1
7859,1
7888,1
7950,1
7967,1
7997,1
8048,1
8051,1
8063,1
8080,1
8116,1
8118,1
8152,1
8208,1
8286,1
8339,1
8387,1
8410,1
8413,1
8434,1
8479,1
8492,2
8527,1
8538,1
8556,1
8637,1
8675,1
8688,1
8725,1
8743,1
8766,2
8832,1
8934,1
8958,1
9009,1
9043,1
9057,1
9070,1
9118,1
9135,1
9174,1
9208,1
9218,1
9268,1
9353,1
9363,1
9428,1
9439,1
9446,1
9485,1
9489,1
9507,1
9513,1
9546,1
9550,1
9604,1
9649,1
9697,1
9699,1
9705,1
9712,1
9746,1
9795,1
9911,1
9920,1
9968,1
9984,1
